MAG	research_category	feature_name	source_type	feature_component_count	components_detected	reconstruction_score_pct	score_ge_50	score_ge_75	quality_habitat	completeness	contamination	score_semantics	completeness_adjustment_factor	completeness_adjusted_score_pct	raw_ge_50	adjusted_ge_50	threshold_flip_50	raw_ge_75	adjusted_ge_75	threshold_flip_75	adjustment_note
SY456YB-0-4_bin8	Carbon	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Previous algorithm: distinct-gene set coverage	34	15	44.1176470588235	FALSE	FALSE	IS	97.72	8.262	multi-gene partial reconstruction	1.02333196889071	45.1469986275312	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-0-4_bin8	Carbon	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Previous algorithm: distinct-gene set coverage	29	10	34.4827586206897	FALSE	FALSE	IS	97.72	8.262	multi-gene partial reconstruction	1.02333196889071	35.2873092720934	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-0-4_bin8	Carbon	Glycolysis, core module involving three-carbon compounds	Previous algorithm: distinct-gene set coverage	12	6	50	TRUE	FALSE	IS	97.72	8.262	multi-gene partial reconstruction	1.02333196889071	51.1665984445354	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-0-4_bin8	Carbon	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Previous algorithm: distinct-gene set coverage	17	10	58.8235294117647	TRUE	FALSE	IS	97.72	8.262	multi-gene partial reconstruction	1.02333196889071	60.1959981700416	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-0-4_bin8	Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	11	7	63.6363636363636	TRUE	FALSE	IS	97.72	8.262	multi-gene partial reconstruction	1.02333196889071	65.121125293045	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-0-4_bin8	Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	1	0	0	FALSE	FALSE	IS	97.72	8.262	multi-gene partial reconstruction	1.02333196889071	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	36	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	8	1	12.5	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	13.0480167014614	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	25	3	12	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	12.5260960334029	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Acetyl-CoA pathway, CO2 => acetyl-CoA	Previous algorithm: distinct-gene set coverage	5	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	12	4	33.3333333333333	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	34.794711203897	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	37	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	31	2	6.45161290322581	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	6.73446023301233	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	1	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	19	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	23	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	10	2	20	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	20.8768267223382	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	43	13	30.2325581395349	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	31.5579938826043	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	6	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	6	4	66.6666666666667	TRUE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	69.5894224077941	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	11	7	63.6363636363636	TRUE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	66.4262668438033	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	9	2	22.2222222222222	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	23.1964741359313	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	1	0	0	FALSE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
SY456YB-4-8_bin24	Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	8	4	50	TRUE	FALSE	IS	95.8	1.853	multi-gene partial reconstruction	1.04384133611691	52.1920668058455	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Sensitivity estimate under random gene loss: min(100, observed gene-set coverage / MAG completeness fraction)
