research_category	feature_name	source_type	habitat	final_clade	final_clade_name	n_unique_MAG_all	mean_score_pct_all	prevalence_ge_50_pct_all	prevalence_ge_75_pct_all	n_unique_MAG_excluding_dual_copy	mean_score_pct_excluding_dual_copy	prevalence_ge_50_pct_excluding_dual_copy	prevalence_ge_75_pct_excluding_dual_copy	mean_score_delta_pct	prevalence_ge_50_delta_pct	prevalence_ge_75_delta_pct	exclusion_effect
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	0	0	0	6	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5.4054054054054	0	0	5	5.4054054054054	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	0	0	0	12	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0.675675675675676	0	0	20	0.675675675675676	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	2.7027027027027	0	0	1	2.7027027027027	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	5.4054054054054	0	0	6	5.4054054054054	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	2.7027027027027	0	0	1	2.7027027027027	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	3.2258064516129	0	0	1	3.2258064516129	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5.16129032258065	0	0	5	5.16129032258065	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	5.3763440860215	0	0	12	5.3763440860215	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	5	0	0	20	5	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	3.2258064516129	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	3.2258064516129	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	9.67741935483871	0	0	6	9.67741935483871	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	6.45161290322581	0	0	1	6.45161290322581	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	9.67741935483871	0	0	1	9.67741935483871	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	0	0	0	5	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	0	0	0	12	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0	0	0	20	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	0	0	0	6	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5.26315789473684	0	0	5	5.26315789473684	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	0	0	0	12	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	1.31578947368421	0	0	20	1.31578947368421	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	8.7719298245614	0	0	6	8.7719298245614	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	5.26315789473684	0	0	1	5.26315789473684	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	4.34782608695652	0	0	5	4.34782608695652	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	3.6231884057971	0	0	12	3.6231884057971	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	5.21739130434783	0	0	20	5.21739130434783	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	10.1449275362319	0	0	6	10.1449275362319	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	4.34782608695652	0	0	1	4.34782608695652	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	27.2727272727273	0	0	1	27.2727272727273	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	20	0	0	5	20	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	34.8484848484849	25	0	12	34.8484848484849	25	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	41.3636363636364	20	0	20	41.3636363636364	20	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	27.2727272727273	0	0	1	27.2727272727273	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	33.3333333333333	16.6666666666667	0	6	33.3333333333333	16.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	27.2727272727273	0	0	1	27.2727272727273	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	18.1818181818182	0	0	1	18.1818181818182	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	20	0	0	1	20	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	6	0	0	5	6	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	25.8333333333333	0	0	12	25.8333333333333	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	29	5	0	20	29	5	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	20	0	0	6	20	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	10	0	0	1	10	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	10	0	0	1	10	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	32.5581395348837	0	0	1	32.5581395348837	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	24.1860465116279	0	0	5	24.1860465116279	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	30.6201550387597	0	0	12	30.6201550387597	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	31.9767441860465	0	0	20	31.9767441860465	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	9.30232558139535	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	23.2558139534884	0	0	1	23.2558139534884	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	9.30232558139535	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	29.0697674418605	0	0	6	29.0697674418605	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	30.2325581395349	0	0	1	30.2325581395349	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	13.953488372093	0	0	1	13.953488372093	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	100	100	100	1	100	100	100	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	20	20	20	5	20	20	20	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	8.33333333333333	8.33333333333333	8.33333333333333	12	8.33333333333333	8.33333333333333	8.33333333333333	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0	0	0	20	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	33.3333333333333	33.3333333333333	33.3333333333333	6	33.3333333333333	33.3333333333333	33.3333333333333	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	91.6666666666667	100	100	1	91.6666666666667	100	100	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	12.7777777777778	20	0	5	12.7777777777778	20	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	34.2592592592593	25	8.33333333333333	12	34.2592592592593	25	8.33333333333333	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	44.0277777777778	65	0	20	44.0277777777778	65	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	10.6481481481481	16.6666666666667	0	6	10.6481481481481	16.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	16.6666666666667	0	0	1	16.6666666666667	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	0	0	0	5	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	1.38888888888889	0	0	12	1.38888888888889	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0.833333333333333	0	0	20	0.833333333333333	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	0	0	0	6	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
