research_category	feature_name	source_type	habitat	final_clade	final_clade_name	n_sequence_memberships	n_unique_MAG	mean_reconstruction_score_pct	prevalence_score_ge_50_pct	prevalence_score_ge_75_pct	inference_allowed	plot_label	x_numeric	y_numeric
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Carbon | Methanogenesis, CO2 => methane	2	31
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	5.4054054054054	0	0	TRUE	Carbon | Methanogenesis, CO2 => methane	3	31
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis, CO2 => methane	4	31
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	2.7027027027027	0	0	FALSE	Carbon | Methanogenesis, CO2 => methane	4	31
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	3.2258064516129	0	0	FALSE	Carbon | Methanogenesis, acetate => methane	1	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	5.16129032258065	0	0	TRUE	Carbon | Methanogenesis, acetate => methane	1	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	5.3763440860215	0	0	TRUE	Carbon | Methanogenesis, acetate => methane	1	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	5	0	0	TRUE	Carbon | Methanogenesis, acetate => methane	1	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	3.2258064516129	0	0	FALSE	Carbon | Methanogenesis, acetate => methane	2	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | Methanogenesis, acetate => methane	2	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	3.2258064516129	0	0	FALSE	Carbon | Methanogenesis, acetate => methane	2	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	9.67741935483871	0	0	TRUE	Carbon | Methanogenesis, acetate => methane	3	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	6.45161290322581	0	0	FALSE	Carbon | Methanogenesis, acetate => methane	4	30
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	9.67741935483871	0	0	FALSE	Carbon | Methanogenesis, acetate => methane	4	30
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanethiol => methane	1	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Carbon | Methanogenesis, methanethiol => methane	1	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	0	0	0	TRUE	Carbon | Methanogenesis, methanethiol => methane	1	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Carbon | Methanogenesis, methanethiol => methane	1	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanethiol => methane	2	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanethiol => methane	2	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanethiol => methane	2	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	0	0	0	TRUE	Carbon | Methanogenesis, methanethiol => methane	3	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanethiol => methane	4	29
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanethiol => methane	4	29
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanol => methane	1	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	5.26315789473684	0	0	TRUE	Carbon | Methanogenesis, methanol => methane	1	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	0	0	0	TRUE	Carbon | Methanogenesis, methanol => methane	1	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	1.31578947368421	0	0	TRUE	Carbon | Methanogenesis, methanol => methane	1	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanol => methane	2	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanol => methane	2	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanol => methane	2	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	8.7719298245614	0	0	TRUE	Carbon | Methanogenesis, methanol => methane	3	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis, methanol => methane	4	28
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	5.26315789473684	0	0	FALSE	Carbon | Methanogenesis, methanol => methane	4	28
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	1	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	4.34782608695652	0	0	TRUE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	1	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	3.6231884057971	0	0	TRUE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	1	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	5.21739130434783	0	0	TRUE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	1	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	2	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	2	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	2	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	10.1449275362319	0	0	TRUE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	3	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	4	27
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	4.34782608695652	0	0	FALSE	Carbon | Methanogenesis,
methylamine/dimethylamine/trimethylamine => methane	4	27
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	27.2727272727273	0	0	FALSE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	1	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	20	0	0	TRUE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	1	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	34.8484848484849	25	0	TRUE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	1	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	41.3636363636364	20	0	TRUE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	1	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	2	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	27.2727272727273	0	0	FALSE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	2	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	2	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	33.3333333333333	16.6666666666667	0	TRUE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	3	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	27.2727272727273	0	0	FALSE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	4	26
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	18.1818181818182	0	0	FALSE	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	4	26
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	20	0	0	FALSE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	1	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	6	0	0	TRUE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	1	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	25.8333333333333	0	0	TRUE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	1	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	29	5	0	TRUE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	1	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	2	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	2	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	2	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	20	0	0	TRUE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	3	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	10	0	0	FALSE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	4	25
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	10	0	0	FALSE	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	4	25
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	32.5581395348837	0	0	FALSE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	1	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	24.1860465116279	0	0	TRUE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	1	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	30.6201550387597	0	0	TRUE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	1	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	31.9767441860465	0	0	TRUE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	1	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	9.30232558139535	0	0	FALSE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	2	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	23.2558139534884	0	0	FALSE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	2	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	9.30232558139535	0	0	FALSE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	2	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	29.0697674418605	0	0	TRUE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	3	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	30.2325581395349	0	0	FALSE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	4	24
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	13.953488372093	0	0	FALSE	Carbon | Reductive citrate cycle (Arnon-Buchanan cycle)	4	24
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	100	100	100	FALSE	Carbon | TCA /Reductive TCA	1	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	20	20	20	TRUE	Carbon | TCA /Reductive TCA	1	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	8.33333333333333	8.33333333333333	8.33333333333333	TRUE	Carbon | TCA /Reductive TCA	1	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Carbon | TCA /Reductive TCA	1	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | TCA /Reductive TCA	2	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | TCA /Reductive TCA	2	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Carbon | TCA /Reductive TCA	2	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	33.3333333333333	33.3333333333333	33.3333333333333	TRUE	Carbon | TCA /Reductive TCA	3	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Carbon | TCA /Reductive TCA	4	23
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Carbon | TCA /Reductive TCA	4	23
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	91.6666666666667	100	100	FALSE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	1	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	12.7777777777778	20	0	TRUE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	1	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	34.2592592592593	25	8.33333333333333	TRUE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	1	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	44.0277777777778	65	0	TRUE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	1	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	2	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	2	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	2	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	10.6481481481481	16.6666666666667	0	TRUE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	3	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	4	1
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Motility | Flagellar Assembly (partial 36-KO reconstruction)	4	1
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	16.6666666666667	0	0	FALSE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	1	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	1	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	1.38888888888889	0	0	TRUE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	1	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0.833333333333333	0	0	TRUE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	1	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	2	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	2	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	2	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	0	0	0	TRUE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	3	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	4	22
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Assimilatory nitrate reduction, nitrate => ammonia	4	22
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	1	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	3.33333333333333	0	0	TRUE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	1	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	5.55555555555556	8.33333333333333	0	TRUE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	1	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	1	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	2	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	33.3333333333333	0	0	FALSE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	2	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	2	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	5.55555555555556	0	0	TRUE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	3	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	4	21
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Complete nitrification, comammox, ammonia => nitrite
=> nitrate	4	21
