research_category	feature_name	source_type	habitat	final_clade	final_clade_name	n_sequence_memberships	n_unique_MAG	mean_reconstruction_score_pct	prevalence_score_ge_50_pct	prevalence_score_ge_75_pct	inference_allowed	plot_label	x_numeric	y_numeric
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	53.5714285714286	70	30	TRUE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	1	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	57.1428571428571	100	0	FALSE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	2	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	2	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	57.1428571428571	100	0	FALSE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	2	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	11.9047619047619	0	0	TRUE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	3	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	42.8571428571429	0	0	FALSE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	4	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	4	8
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	62.5	100	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	1	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	12.5	0	0	TRUE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	1	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	59.375	83.3333333333333	41.6666666666667	TRUE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	1	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	79.375	100	90	TRUE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	1	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	12.5	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	2	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	12.5	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	2	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	12.5	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	2	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	14.5833333333333	0	0	TRUE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	3	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	25	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	4	5
Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	4	5
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	4	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	1	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	1	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	28.6666666666667	33.3333333333333	0	TRUE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	1	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	48.8	75	0	TRUE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	1	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	8	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	2	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	2	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	8	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	2	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	13.3333333333333	0	0	TRUE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	3	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	4	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	4	4
Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	4	4
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	25	0	0	FALSE	Vitamin B12 | Cobalamin salvage	1	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Vitamin B12 | Cobalamin salvage	1	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	6.25	0	0	TRUE	Vitamin B12 | Cobalamin salvage	1	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Vitamin B12 | Cobalamin salvage	1	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Vitamin B12 | Cobalamin salvage	2	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Vitamin B12 | Cobalamin salvage	2	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Vitamin B12 | Cobalamin salvage	2	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	4.16666666666667	0	0	TRUE	Vitamin B12 | Cobalamin salvage	3	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	25	0	0	FALSE	Vitamin B12 | Cobalamin salvage	4	3
Vitamin B12	Cobalamin salvage	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Vitamin B12 | Cobalamin salvage	4	3
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Vitamin B12 | Vitamin B12 transport system	1	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Vitamin B12 | Vitamin B12 transport system	1	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	0	0	0	TRUE	Vitamin B12 | Vitamin B12 transport system	1	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Vitamin B12 | Vitamin B12 transport system	1	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Vitamin B12 | Vitamin B12 transport system	2	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Vitamin B12 | Vitamin B12 transport system	2	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Vitamin B12 | Vitamin B12 transport system	2	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	0	0	0	TRUE	Vitamin B12 | Vitamin B12 transport system	3	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Vitamin B12 | Vitamin B12 transport system	4	2
Vitamin B12	Vitamin B12 transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Vitamin B12 | Vitamin B12 transport system	4	2
