research_category	feature_name	source_type	score_semantics	habitat	final_clade	final_clade_name	n_unique_MAG	completeness_mean	completeness_median	mean_raw_score_pct	mean_completeness_adjusted_score_pct	mean_score_delta_pct	raw_prevalence_ge_50_pct	adjusted_prevalence_ge_50_pct	prevalence_ge_50_delta_pct	raw_prevalence_ge_75_pct	adjusted_prevalence_ge_75_pct	prevalence_ge_75_delta_pct
Carbon	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	11.7647058823529	14.748283668488	2.98357778613513	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	0	0	0	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	0	0	0	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	0	0	0	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	2.77777777777778	2.89955926699141	0.121781489213639	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	0.833333333333333	0.865043729028568	0.0317103956952351	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	0	0	0	0	0	0	0	0	0
Carbon	Methane oxidation, methanotroph, methane => formaldehyde	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	2.7027027027027	5.2540876802152	2.5513849775125	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	5.4054054054054	8.04114828291316	2.63574287750776	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	5.4054054054054	7.55836474711723	2.15295934171183	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	0.675675675675676	0.710206771737524	0.034531096061849	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, CO2 => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	2.7027027027027	3.38811922113915	0.68541651843645	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	3.2258064516129	4.59909673740077	1.37329028578787	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	3.2258064516129	4.59909673740077	1.37329028578787	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	9.6774193548387	14.6409800978565	4.96356074301777	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	3.2258064516129	3.2719408171345	0.0461343655215964	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	5.16129032258065	7.13900457042514	1.9777142478445	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	5.3763440860215	6.70670783162995	1.33036374560845	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	5	5.57014665583572	0.570146655835728	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	6.45161290322581	8.24276594253968	1.79115303931387	0	0	0	0	0	0
Carbon	Methanogenesis, acetate => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	9.67741935483871	12.1316526950466	2.45423334020794	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanethiol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	8.7719298245614	13.1256688995333	4.35373907497188	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	5.26315789473684	7.42913599397081	2.16597809923397	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	1.31578947368421	1.38303423969939	0.0672447660151795	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methanol => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	5.26315789473684	6.59791637800782	1.33475848327098	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	10.1449275362319	15.4070046538994	5.26207711766751	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	4.34782608695652	6.13711234284545	1.78928625588893	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	3.6231884057971	4.88609147474549	1.26290306894839	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	5.21739130434783	5.89162676615683	0.674235461809006	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	0	0	0	0	0	0	0	0	0
Carbon	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	4.34782608695652	5.45045266009342	1.1026265731369	0	0	0	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	27.2727272727273	53.0185211367171	25.7457938639898	0	100	100	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	33.3333333333333	46.4949970721259	13.1616637387925	16.6666666666667	66.6666666666667	50	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	27.2727272727273	27.6627723630462	0.390045090318949	0	0	0	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	20	29.0734285181822	9.07342851818222	0	0	0	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	34.8484848484849	43.9493760780635	9.10089122957866	25	50	25	0	8.33333333333333	8.33333333333333
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	41.3636363636364	46.7684615333691	5.40482516973271	20	30	10	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	27.2727272727273	34.8444196661905	7.5716923934632	0	0	0	0	0	0
Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	18.1818181818182	22.792802033118	4.61098385129977	0	0	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	20	28.1971904842329	8.19719048423291	0	16.6666666666667	16.6666666666667	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	20	20.2860330662339	0.286033066233898	0	0	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	6	8.01555577977341	2.01555577977341	0	0	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	25.8333333333333	33.5281002264889	7.69476689315561	0	8.33333333333333	8.33333333333333	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	29	32.3316802246546	3.3316802246546	5	5	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	10	12.7762872109365	2.7762872109365	0	0	0	0	0	0
Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	10	12.5360411182149	2.53604111821487	0	0	0	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	9.30232558139535	13.2625115218069	3.96018594041153	0	0	0	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	23.2558139534884	45.2095916669681	21.9537777134797	0	0	0	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	9.30232558139535	13.2625115218069	3.96018594041153	0	0	0	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	29.0697674418605	42.2739155897344	13.2041481478739	0	16.6666666666667	16.6666666666667	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	32.5581395348837	33.0237747589854	0.465635224101696	0	0	0	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	24.1860465116279	34.856311087551	10.670264575923	0	0	0	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	30.6201550387597	39.8894287320138	9.26927369325409	0	16.6666666666667	16.6666666666667	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	31.9767441860465	36.326855529049	4.35011134300243	0	5	5	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	30.2325581395349	38.6259845912034	8.3934264516685	0	0	0	0	0	0
Carbon	Reductive citrate cycle (Arnon-Buchanan cycle)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	13.953488372093	17.4921503975091	3.53866202541609	0	0	0	0	0	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	33.3333333333333	33.3333333333333	0	33.3333333333333	33.3333333333333	0	33.3333333333333	33.3333333333333	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	100	100	0	100	100	0	100	100	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	20	20	0	20	20	0	20	20	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	8.33333333333333	8.33333333333333	0	8.33333333333333	8.33333333333333	0	8.33333333333333	8.33333333333333	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	0	0	0	0	0	0	0	0	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	0	0	0	0	0	0	0	0	0
Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	0	0	0	0	0	0	0	0	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	70.235	71.215	10.6481481481481	11.8854204131579	1.23727226500974	16.6666666666667	16.6666666666667	0	0	0	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 1	Canonical AioA-associated	1	98.59	98.59	91.6666666666667	92.9776515535721	1.31098488690536	100	100	0	100	100	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 2	Unknown/uncertain DMSOR	5	69.596	65.87	12.7777777777778	13.023930055833	0.246152278055246	20	20	0	0	0	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	78.9958333333333	82.715	34.2592592592593	45.4280816223184	11.1688223630591	25	41.6666666666667	16.6666666666667	8.33333333333333	33.3333333333333	25
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	89.293	95.11	44.0277777777778	49.2207201642823	5.19294238650457	65	70	5	0	10	10
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 1	Canonical AioA-associated	1	78.27	78.27	0	0	0	0	0	0	0	0	0
Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	NS	Clade 2	Unknown/uncertain DMSOR	1	79.77	79.77	0	0	0	0	0	0	0	0	0
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 1	Canonical AioA-associated	1	70.14	70.14	0	0	0	0	0	0	0	0	0
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	multi-gene partial reconstruction	AS	Clade 2	Unknown/uncertain DMSOR	1	51.44	51.44	0	0	0	0	0	0	0	0	0
