source_sheet	research_category	feature_name	gene_id
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K03795
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K05895
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K05934
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K05936
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K06042
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K09882
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K09883
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K13540
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K13541
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K13786
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K21479
MISC	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	K22011
Transporters	Vitamin B12	Cobalamin salvage	K06073
Transporters	Vitamin B12	Cobalamin salvage	K06074
Transporters	Vitamin B12	Cobalamin salvage	K06858
Transporters	Vitamin B12	Cobalamin salvage	K16092
Transporters	Vitamin B12	Vitamin B12 transport system	K06073
Transporters	Vitamin B12	Vitamin B12 transport system	K06074
Transporters	Vitamin B12	Vitamin B12 transport system	K06858
MISC	Motility	Flagellar Assembly	K02386
MISC	Motility	Flagellar Assembly	K02387
MISC	Motility	Flagellar Assembly	K02388
MISC	Motility	Flagellar Assembly	K02389
MISC	Motility	Flagellar Assembly	K02390
MISC	Motility	Flagellar Assembly	K02391
MISC	Motility	Flagellar Assembly	K02392
MISC	Motility	Flagellar Assembly	K02393
MISC	Motility	Flagellar Assembly	K02394
MISC	Motility	Flagellar Assembly	K02396
MISC	Motility	Flagellar Assembly	K02397
MISC	Motility	Flagellar Assembly	K02399
MISC	Motility	Flagellar Assembly	K02400
MISC	Motility	Flagellar Assembly	K02401
MISC	Motility	Flagellar Assembly	K02406
MISC	Motility	Flagellar Assembly	K02407
MISC	Motility	Flagellar Assembly	K02408
MISC	Motility	Flagellar Assembly	K02409
MISC	Motility	Flagellar Assembly	K02410
MISC	Motility	Flagellar Assembly	K02411
MISC	Motility	Flagellar Assembly	K02412
MISC	Motility	Flagellar Assembly	K02413
MISC	Motility	Flagellar Assembly	K02414
MISC	Motility	Flagellar Assembly	K02416
MISC	Motility	Flagellar Assembly	K02417
MISC	Motility	Flagellar Assembly	K02418
MISC	Motility	Flagellar Assembly	K02419
MISC	Motility	Flagellar Assembly	K02420
MISC	Motility	Flagellar Assembly	K02421
MISC	Motility	Flagellar Assembly	K02422
MISC	Motility	Flagellar Assembly	K02423
MISC	Motility	Flagellar Assembly	K02556
MISC	Motility	Flagellar Assembly	K02557
MISC	Motility	Flagellar Assembly	K13820
MISC	Motility	Flagellar Assembly	K21217
MISC	Motility	Flagellar Assembly	K21218
